serial_number,drone_type,bandwidth_from,id_from,bandwidth_to,id_to,ratio,bandwidth_pair
SerialNumber_81,Mavic Air 2,40MHz,343,20MHz,116,0.33819241982507287,40MHz_to_20MHz
SerialNumber_81,Mavic Air 2,40MHz,343,20MHz,223,0.6501457725947521,40MHz_to_20MHz
SerialNumber_81,Mavic Air 2,20MHz,558,10MHz,195,0.34946236559139787,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,558,10MHz,146,0.2616487455197133,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,55,10MHz,195,3.5454545454545454,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,55,10MHz,146,2.6545454545454548,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,116,10MHz,195,1.6810344827586208,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,116,10MHz,146,1.2586206896551724,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,223,10MHz,195,0.874439461883408,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,223,10MHz,146,0.6547085201793722,20MHz_to_10MHz
SerialNumber_81,Mavic Air 2,20MHz,558,40MHz,343,0.6146953405017921,20MHz_to_40MHz
SerialNumber_81,Mavic Air 2,20MHz,55,40MHz,343,6.236363636363636,20MHz_to_40MHz
SerialNumber_81,Mavic Air 2,20MHz,116,40MHz,343,2.956896551724138,20MHz_to_40MHz
SerialNumber_81,Mavic Air 2,20MHz,223,40MHz,343,1.5381165919282511,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,20MHz,517,2.651282051282051,10MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,20MHz,600,3.076923076923077,10MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,20MHz,516,2.646153846153846,10MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,20MHz,596,3.056410256410256,10MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,20MHz,597,3.0615384615384613,10MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,40MHz,156,0.8,10MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,10MHz,195,40MHz,2,0.010256410256410256,10MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,517,10MHz,195,0.3771760154738878,20MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,20MHz,600,10MHz,195,0.325,20MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,20MHz,516,10MHz,195,0.37790697674418605,20MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,20MHz,596,10MHz,195,0.3271812080536913,20MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,20MHz,597,10MHz,195,0.32663316582914576,20MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,20MHz,517,40MHz,158,0.3056092843326886,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,517,40MHz,156,0.30174081237911027,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,517,40MHz,2,0.0038684719535783366,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,600,40MHz,158,0.2633333333333333,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,600,40MHz,156,0.26,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,600,40MHz,2,0.0033333333333333335,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,516,40MHz,158,0.3062015503875969,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,516,40MHz,156,0.3023255813953488,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,516,40MHz,2,0.003875968992248062,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,596,40MHz,158,0.2651006711409396,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,596,40MHz,156,0.26174496644295303,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,596,40MHz,2,0.003355704697986577,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,597,40MHz,158,0.2646566164154104,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,597,40MHz,156,0.2613065326633166,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,20MHz,597,40MHz,2,0.0033500837520938024,20MHz_to_40MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,10MHz,195,1.25,40MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,10MHz,195,97.5,40MHz_to_10MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,20MHz,517,3.2721518987341773,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,20MHz,600,3.7974683544303796,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,20MHz,516,3.2658227848101267,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,20MHz,596,3.7721518987341773,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,158,20MHz,597,3.778481012658228,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,20MHz,517,3.3141025641025643,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,20MHz,600,3.8461538461538463,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,20MHz,516,3.3076923076923075,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,20MHz,596,3.8205128205128207,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,156,20MHz,597,3.826923076923077,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,20MHz,517,258.5,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,20MHz,600,300.0,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,20MHz,516,258.0,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,20MHz,596,298.0,40MHz_to_20MHz
SerialNumber_9,Mavic 3 Pro,40MHz,2,20MHz,597,298.5,40MHz_to_20MHz
SerialNumber_90,DJI Mini 4K,10MHz,195,40MHz,165,0.8461538461538461,10MHz_to_40MHz
SerialNumber_90,DJI Mini 4K,40MHz,165,10MHz,195,1.1818181818181819,40MHz_to_10MHz
SerialNumber_91,Mini 2 SE,10MHz,195,40MHz,497,2.5487179487179485,10MHz_to_40MHz
SerialNumber_91,Mini 2 SE,10MHz,195,20MHz,2,0.010256410256410256,10MHz_to_20MHz
SerialNumber_91,Mini 2 SE,40MHz,497,10MHz,195,0.39235412474849096,40MHz_to_10MHz
SerialNumber_91,Mini 2 SE,40MHz,497,20MHz,2,0.004024144869215292,40MHz_to_20MHz
SerialNumber_91,Mini 2 SE,20MHz,2,10MHz,195,97.5,20MHz_to_10MHz
SerialNumber_91,Mini 2 SE,20MHz,2,40MHz,497,248.5,20MHz_to_40MHz
SerialNumber_96,Mini 2 SE,10MHz,195,20MHz,516,2.646153846153846,10MHz_to_20MHz
SerialNumber_96,Mini 2 SE,10MHz,195,20MHz,1,0.005128205128205128,10MHz_to_20MHz
SerialNumber_96,Mini 2 SE,10MHz,195,20MHz,116,0.5948717948717949,10MHz_to_20MHz
SerialNumber_96,Mini 2 SE,10MHz,195,40MHz,158,0.8102564102564103,10MHz_to_40MHz
SerialNumber_96,Mini 2 SE,20MHz,516,10MHz,195,0.37790697674418605,20MHz_to_10MHz
SerialNumber_96,Mini 2 SE,20MHz,1,10MHz,195,195.0,20MHz_to_10MHz
SerialNumber_96,Mini 2 SE,20MHz,116,10MHz,195,1.6810344827586208,20MHz_to_10MHz
SerialNumber_96,Mini 2 SE,20MHz,516,40MHz,158,0.3062015503875969,20MHz_to_40MHz
SerialNumber_96,Mini 2 SE,20MHz,1,40MHz,158,158.0,20MHz_to_40MHz
SerialNumber_96,Mini 2 SE,20MHz,116,40MHz,158,1.3620689655172413,20MHz_to_40MHz
SerialNumber_96,Mini 2 SE,40MHz,158,10MHz,195,1.2341772151898733,40MHz_to_10MHz
SerialNumber_96,Mini 2 SE,40MHz,158,20MHz,516,3.2658227848101267,40MHz_to_20MHz
SerialNumber_96,Mini 2 SE,40MHz,158,20MHz,1,0.006329113924050633,40MHz_to_20MHz
SerialNumber_96,Mini 2 SE,40MHz,158,20MHz,116,0.7341772151898734,40MHz_to_20MHz
